7615	34	5.8
7625	21	4.6
7635	27	5.2
7645	32	5.7
7655	21	4.6
7665	22	4.7
7675	13	3.6
7685	27	5.2
7695	23	4.8
7705	20	4.5
7715	16	4.0
7725	29	5.4
7735	18	4.2
7745	22	4.7
7755	13	3.6
7765	23	4.8
7775	28	5.3
7785	23	4.8
7795	27	5.2
7805	39	6.2
7815	34	5.8
7825	13	3.6
7835	10	3.2
7845	9	3.0
7855	12	3.5
7865	11	3.3
7875	10	3.2
7885	11	3.3
7895	9	3.0
7905	12	3.5
