1133.5	1062.9	1204.2
1502.9	1434.1	1571.7
1720.9	1657.3	1784.5
2010.6	1916.4	2104.8
2510	2392.3	2627.8
2821.8	2727.6	2916.0
3100	3017.6	3182.4
3941	3870.4	4011.7
4081	3996.0	4166.0
4354.6	4284.0	4425.3
