1135.1	1054.8	1295.7
1500.9	1424.6	1634.4
1715	1636.7	1838.6
2006	1923.6	2129.6
2513	2430.6	2636.6
2823	2714.7	2985.5
3113	3009.4	3268.4
3941	3870.4	4018.7
4088	4002.5	4243.4
4376	4281.8	4517.3
